Capital_Call_Date,Triggering_Investment,Total_Capital_Called_for_Deal,Investor,Investor_Contribution,Cumulative_Contribution,Total_Commitment,Remaining_Commitment
2023-11-30,Cyberdynamic Uk,478090604.0,Stonewell Family Capital,11874936.0,2894791438.0,5000000000.0,2105208562.0
2023-11-30,Cyberdynamic Uk,478090604.0,FirstLight Institutional Partners,193092151.0,14596432685.0,81302399434.0,66705966749.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Amelia Chen,41560196.0,13300909680.0,5000000000.0,-8300909680.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Noah Sullivan,41560196.0,13300909680.0,5000000000.0,-8300909680.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Priya Deshmukh,41560196.0,13300909680.0,5000000000.0,-8300909680.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Luca Moretti,41560196.0,13300909680.0,5000000000.0,-8300909680.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Isabella Vargas,41560196.0,13300909680.0,5000000000.0,-8300909680.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Ethan Gallagher,41560196.0,13300909680.0,5000000000.0,-8300909680.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Aisha Mensah,41560196.0,13300909680.0,5000000000.0,-8300909680.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Kenji Watanabe,41560196.0,13300909680.0,5000000000.0,-8300909680.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Sofia Petrovic,41560196.0,6250620320.0,5000000000.0,-1250620320.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Mateo Alvarez,41560196.0,6250620320.0,5000000000.0,-1250620320.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Fatima Al-Sayeed,41560196.0,6250620320.0,5000000000.0,-1250620320.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Julian Becker,41560196.0,6250620320.0,5000000000.0,-1250620320.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Harborview Legacy Partners,41560196.0,6250620320.0,5000000000.0,-1250620320.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Silvercrest Stewardship,41560196.0,6250620320.0,5000000000.0,-1250620320.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Carraway Heritage Capital,41560196.0,6250620320.0,5000000000.0,-1250620320.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Everpine Holdings,41560196.0,6250620320.0,5000000000.0,-1250620320.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,BlueMesa Family Investments,41560196.0,2936351634.0,5000000000.0,2063648366.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Marigold Continuum Group,41560196.0,2936351634.0,5000000000.0,2063648366.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Northbridge Dynasty Trust,41560196.0,2936351634.0,5000000000.0,2063648366.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Aurora Ridge Capital,41560196.0,2936351634.0,5000000000.0,2063648366.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Saffron Gate Assets,41560196.0,2936351634.0,5000000000.0,2063648366.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Redwood Haven Ventures,41560196.0,2936351634.0,5000000000.0,2063648366.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Celestia Heritage Fund,41560196.0,2936351634.0,5000000000.0,2063648366.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,Stonewell Family Capital,41560196.0,2936351634.0,5000000000.0,2063648366.0
2024-02-29,(plc) Goodsenterprie,1673233435.0,FirstLight Institutional Partners,675788731.0,15272221417.0,81302399434.0,66030178017.0
2024-03-31,Healthlogitic Us-,1142277913.0,Amelia Chen,28372188.0,13329281868.0,5000000000.0,-8329281868.0
2024-03-31,Healthlogitic Us-,1142277913.0,Noah Sullivan,28372188.0,13329281868.0,5000000000.0,-8329281868.0
2024-03-31,Healthlogitic Us-,1142277913.0,Priya Deshmukh,28372188.0,13329281868.0,5000000000.0,-8329281868.0
2024-03-31,Healthlogitic Us-,1142277913.0,Luca Moretti,28372188.0,13329281868.0,5000000000.0,-8329281868.0
2024-03-31,Healthlogitic Us-,1142277913.0,Isabella Vargas,28372188.0,13329281868.0,5000000000.0,-8329281868.0
2024-03-31,Healthlogitic Us-,1142277913.0,Ethan Gallagher,28372188.0,13329281868.0,5000000000.0,-8329281868.0
2024-03-31,Healthlogitic Us-,1142277913.0,Aisha Mensah,28372188.0,13329281868.0,5000000000.0,-8329281868.0
2024-03-31,Healthlogitic Us-,1142277913.0,Kenji Watanabe,28372188.0,13329281868.0,5000000000.0,-8329281868.0
2024-03-31,Healthlogitic Us-,1142277913.0,Sofia Petrovic,28372188.0,6278992508.0,5000000000.0,-1278992508.0
2024-03-31,Healthlogitic Us-,1142277913.0,Mateo Alvarez,28372188.0,6278992508.0,5000000000.0,-1278992508.0
2024-03-31,Healthlogitic Us-,1142277913.0,Fatima Al-Sayeed,28372188.0,6278992508.0,5000000000.0,-1278992508.0
2024-03-31,Healthlogitic Us-,1142277913.0,Julian Becker,28372188.0,6278992508.0,5000000000.0,-1278992508.0
2024-03-31,Healthlogitic Us-,1142277913.0,Harborview Legacy Partners,28372188.0,6278992508.0,5000000000.0,-1278992508.0
2024-03-31,Healthlogitic Us-,1142277913.0,Silvercrest Stewardship,28372188.0,6278992508.0,5000000000.0,-1278992508.0
2024-03-31,Healthlogitic Us-,1142277913.0,Carraway Heritage Capital,28372188.0,6278992508.0,5000000000.0,-1278992508.0
2024-03-31,Healthlogitic Us-,1142277913.0,Everpine Holdings,28372188.0,6278992508.0,5000000000.0,-1278992508.0
2024-03-31,Healthlogitic Us-,1142277913.0,BlueMesa Family Investments,28372188.0,2964723822.0,5000000000.0,2035276178.0
2024-03-31,Healthlogitic Us-,1142277913.0,Marigold Continuum Group,28372188.0,2964723822.0,5000000000.0,2035276178.0
2024-03-31,Healthlogitic Us-,1142277913.0,Northbridge Dynasty Trust,28372188.0,2964723822.0,5000000000.0,2035276178.0
2024-03-31,Healthlogitic Us-,1142277913.0,Aurora Ridge Capital,28372188.0,2964723822.0,5000000000.0,2035276178.0
2024-03-31,Healthlogitic Us-,1142277913.0,Saffron Gate Assets,28372188.0,2964723822.0,5000000000.0,2035276178.0
2024-03-31,Healthlogitic Us-,1142277913.0,Redwood Haven Ventures,28372188.0,2964723822.0,5000000000.0,2035276178.0
2024-03-31,Healthlogitic Us-,1142277913.0,Celestia Heritage Fund,28372188.0,2964723822.0,5000000000.0,2035276178.0
2024-03-31,Healthlogitic Us-,1142277913.0,Stonewell Family Capital,28372188.0,2964723822.0,5000000000.0,2035276178.0
2024-03-31,Healthlogitic Us-,1142277913.0,FirstLight Institutional Partners,461345396.0,15733566812.0,81302399434.0,65568832622.0
2024-05-31,(nv) Data Cura,631338556.0,Amelia Chen,15681347.0,13344963215.0,5000000000.0,-8344963215.0
2024-05-31,(nv) Data Cura,631338556.0,Noah Sullivan,15681347.0,13344963215.0,5000000000.0,-8344963215.0
2024-05-31,(nv) Data Cura,631338556.0,Priya Deshmukh,15681347.0,13344963215.0,5000000000.0,-8344963215.0
2024-05-31,(nv) Data Cura,631338556.0,Luca Moretti,15681347.0,13344963215.0,5000000000.0,-8344963215.0
2024-05-31,(nv) Data Cura,631338556.0,Isabella Vargas,15681347.0,13344963215.0,5000000000.0,-8344963215.0
2024-05-31,(nv) Data Cura,631338556.0,Ethan Gallagher,15681347.0,13344963215.0,5000000000.0,-8344963215.0
2024-05-31,(nv) Data Cura,631338556.0,Aisha Mensah,15681347.0,13344963215.0,5000000000.0,-8344963215.0
2024-05-31,(nv) Data Cura,631338556.0,Kenji Watanabe,15681347.0,13344963215.0,5000000000.0,-8344963215.0
2024-05-31,(nv) Data Cura,631338556.0,Sofia Petrovic,15681347.0,6294673855.0,5000000000.0,-1294673855.0
2024-05-31,(nv) Data Cura,631338556.0,Mateo Alvarez,15681347.0,6294673855.0,5000000000.0,-1294673855.0
2024-05-31,(nv) Data Cura,631338556.0,Fatima Al-Sayeed,15681347.0,6294673855.0,5000000000.0,-1294673855.0
2024-05-31,(nv) Data Cura,631338556.0,Julian Becker,15681347.0,6294673855.0,5000000000.0,-1294673855.0
2024-05-31,(nv) Data Cura,631338556.0,Harborview Legacy Partners,15681347.0,6294673855.0,5000000000.0,-1294673855.0
2024-05-31,(nv) Data Cura,631338556.0,Silvercrest Stewardship,15681347.0,6294673855.0,5000000000.0,-1294673855.0
2024-05-31,(nv) Data Cura,631338556.0,Carraway Heritage Capital,15681347.0,6294673855.0,5000000000.0,-1294673855.0
2024-05-31,(nv) Data Cura,631338556.0,Everpine Holdings,15681347.0,6294673855.0,5000000000.0,-1294673855.0
2024-05-31,(nv) Data Cura,631338556.0,BlueMesa Family Investments,15681347.0,2980405169.0,5000000000.0,2019594831.0
2024-05-31,(nv) Data Cura,631338556.0,Marigold Continuum Group,15681347.0,2980405169.0,5000000000.0,2019594831.0
2024-05-31,(nv) Data Cura,631338556.0,Northbridge Dynasty Trust,15681347.0,2980405169.0,5000000000.0,2019594831.0
2024-05-31,(nv) Data Cura,631338556.0,Aurora Ridge Capital,15681347.0,2980405169.0,5000000000.0,2019594831.0
2024-05-31,(nv) Data Cura,631338556.0,Saffron Gate Assets,15681347.0,2980405169.0,5000000000.0,2019594831.0
2024-05-31,(nv) Data Cura,631338556.0,Redwood Haven Ventures,15681347.0,2980405169.0,5000000000.0,2019594831.0
2024-05-31,(nv) Data Cura,631338556.0,Celestia Heritage Fund,15681347.0,2980405169.0,5000000000.0,2019594831.0
2024-05-31,(nv) Data Cura,631338556.0,Stonewell Family Capital,15681347.0,2980405169.0,5000000000.0,2019594831.0
2024-05-31,(nv) Data Cura,631338556.0,FirstLight Institutional Partners,254986228.0,15988553040.0,81302399434.0,65313846394.0
2024-07-31,Arabian Core Markets,2133657157.0,Amelia Chen,52996317.0,13397959532.0,5000000000.0,-8397959532.0
2024-07-31,Arabian Core Markets,2133657157.0,Noah Sullivan,52996317.0,13397959532.0,5000000000.0,-8397959532.0
2024-07-31,Arabian Core Markets,2133657157.0,Priya Deshmukh,52996317.0,13397959532.0,5000000000.0,-8397959532.0
2024-07-31,Arabian Core Markets,2133657157.0,Luca Moretti,52996317.0,13397959532.0,5000000000.0,-8397959532.0
2024-07-31,Arabian Core Markets,2133657157.0,Isabella Vargas,52996317.0,13397959532.0,5000000000.0,-8397959532.0
2024-07-31,Arabian Core Markets,2133657157.0,Ethan Gallagher,52996317.0,13397959532.0,5000000000.0,-8397959532.0
2024-07-31,Arabian Core Markets,2133657157.0,Aisha Mensah,52996317.0,13397959532.0,5000000000.0,-8397959532.0
2024-07-31,Arabian Core Markets,2133657157.0,Kenji Watanabe,52996317.0,13397959532.0,5000000000.0,-8397959532.0
2024-07-31,Arabian Core Markets,2133657157.0,Sofia Petrovic,52996317.0,6347670172.0,5000000000.0,-1347670172.0
2024-07-31,Arabian Core Markets,2133657157.0,Mateo Alvarez,52996317.0,6347670172.0,5000000000.0,-1347670172.0
2024-07-31,Arabian Core Markets,2133657157.0,Fatima Al-Sayeed,52996317.0,6347670172.0,5000000000.0,-1347670172.0
2024-07-31,Arabian Core Markets,2133657157.0,Julian Becker,52996317.0,6347670172.0,5000000000.0,-1347670172.0
2024-07-31,Arabian Core Markets,2133657157.0,Harborview Legacy Partners,52996317.0,6347670172.0,5000000000.0,-1347670172.0
2024-07-31,Arabian Core Markets,2133657157.0,Silvercrest Stewardship,52996317.0,6347670172.0,5000000000.0,-1347670172.0
2024-07-31,Arabian Core Markets,2133657157.0,Carraway Heritage Capital,52996317.0,6347670172.0,5000000000.0,-1347670172.0
2024-07-31,Arabian Core Markets,2133657157.0,Everpine Holdings,52996317.0,6347670172.0,5000000000.0,-1347670172.0
2024-07-31,Arabian Core Markets,2133657157.0,BlueMesa Family Investments,52996317.0,3033401486.0,5000000000.0,1966598514.0
2024-07-31,Arabian Core Markets,2133657157.0,Marigold Continuum Group,52996317.0,3033401486.0,5000000000.0,1966598514.0
2024-07-31,Arabian Core Markets,2133657157.0,Northbridge Dynasty Trust,52996317.0,3033401486.0,5000000000.0,1966598514.0
2024-07-31,Arabian Core Markets,2133657157.0,Aurora Ridge Capital,52996317.0,3033401486.0,5000000000.0,1966598514.0
2024-07-31,Arabian Core Markets,2133657157.0,Saffron Gate Assets,52996317.0,3033401486.0,5000000000.0,1966598514.0
2024-07-31,Arabian Core Markets,2133657157.0,Redwood Haven Ventures,52996317.0,3033401486.0,5000000000.0,1966598514.0
2024-07-31,Arabian Core Markets,2133657157.0,Celestia Heritage Fund,52996317.0,3033401486.0,5000000000.0,1966598514.0
2024-07-31,Arabian Core Markets,2133657157.0,Stonewell Family Capital,52996317.0,3033401486.0,5000000000.0,1966598514.0
2024-07-31,Arabian Core Markets,2133657157.0,FirstLight Institutional Partners,861745548.0,16850298588.0,81302399434.0,64452100846.0
2024-12-31,(saog) Apex Industries,917451814.0,Amelia Chen,22787901.0,13420747433.0,5000000000.0,-8420747433.0
2024-12-31,(saog) Apex Industries,917451814.0,Noah Sullivan,22787901.0,13420747433.0,5000000000.0,-8420747433.0
2024-12-31,(saog) Apex Industries,917451814.0,Priya Deshmukh,22787901.0,13420747433.0,5000000000.0,-8420747433.0
2024-12-31,(saog) Apex Industries,917451814.0,Luca Moretti,22787901.0,13420747433.0,5000000000.0,-8420747433.0
2024-12-31,(saog) Apex Industries,917451814.0,Isabella Vargas,22787901.0,13420747433.0,5000000000.0,-8420747433.0
2024-12-31,(saog) Apex Industries,917451814.0,Ethan Gallagher,22787901.0,13420747433.0,5000000000.0,-8420747433.0
2024-12-31,(saog) Apex Industries,917451814.0,Aisha Mensah,22787901.0,13420747433.0,5000000000.0,-8420747433.0
2024-12-31,(saog) Apex Industries,917451814.0,Kenji Watanabe,22787901.0,13420747433.0,5000000000.0,-8420747433.0
2024-12-31,(saog) Apex Industries,917451814.0,Sofia Petrovic,22787901.0,6370458073.0,5000000000.0,-1370458073.0
2024-12-31,(saog) Apex Industries,917451814.0,Mateo Alvarez,22787901.0,6370458073.0,5000000000.0,-1370458073.0
2024-12-31,(saog) Apex Industries,917451814.0,Fatima Al-Sayeed,22787901.0,6370458073.0,5000000000.0,-1370458073.0
2024-12-31,(saog) Apex Industries,917451814.0,Julian Becker,22787901.0,6370458073.0,5000000000.0,-1370458073.0
2024-12-31,(saog) Apex Industries,917451814.0,Harborview Legacy Partners,22787901.0,6370458073.0,5000000000.0,-1370458073.0
2024-12-31,(saog) Apex Industries,917451814.0,Silvercrest Stewardship,22787901.0,6370458073.0,5000000000.0,-1370458073.0
2024-12-31,(saog) Apex Industries,917451814.0,Carraway Heritage Capital,22787901.0,6370458073.0,5000000000.0,-1370458073.0
2024-12-31,(saog) Apex Industries,917451814.0,Everpine Holdings,22787901.0,6370458073.0,5000000000.0,-1370458073.0
2024-12-31,(saog) Apex Industries,917451814.0,BlueMesa Family Investments,22787901.0,3056189387.0,5000000000.0,1943810613.0
2024-12-31,(saog) Apex Industries,917451814.0,Marigold Continuum Group,22787901.0,3056189387.0,5000000000.0,1943810613.0
2024-12-31,(saog) Apex Industries,917451814.0,Northbridge Dynasty Trust,22787901.0,3056189387.0,5000000000.0,1943810613.0
2024-12-31,(saog) Apex Industries,917451814.0,Aurora Ridge Capital,22787901.0,3056189387.0,5000000000.0,1943810613.0
2024-12-31,(saog) Apex Industries,917451814.0,Saffron Gate Assets,22787901.0,3056189387.0,5000000000.0,1943810613.0
2024-12-31,(saog) Apex Industries,917451814.0,Redwood Haven Ventures,22787901.0,3056189387.0,5000000000.0,1943810613.0
2024-12-31,(saog) Apex Industries,917451814.0,Celestia Heritage Fund,22787901.0,3056189387.0,5000000000.0,1943810613.0
2024-12-31,(saog) Apex Industries,917451814.0,Stonewell Family Capital,22787901.0,3056189387.0,5000000000.0,1943810613.0
2024-12-31,(saog) Apex Industries,917451814.0,FirstLight Institutional Partners,370542199.0,17220840787.0,81302399434.0,64081558647.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Amelia Chen,2416219.0,13423163652.0,5000000000.0,-8423163652.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Noah Sullivan,2416219.0,13423163652.0,5000000000.0,-8423163652.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Priya Deshmukh,2416219.0,13423163652.0,5000000000.0,-8423163652.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Luca Moretti,2416219.0,13423163652.0,5000000000.0,-8423163652.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Isabella Vargas,2416219.0,13423163652.0,5000000000.0,-8423163652.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Ethan Gallagher,2416219.0,13423163652.0,5000000000.0,-8423163652.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Aisha Mensah,2416219.0,13423163652.0,5000000000.0,-8423163652.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Kenji Watanabe,2416219.0,13423163652.0,5000000000.0,-8423163652.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Sofia Petrovic,2416219.0,6372874292.0,5000000000.0,-1372874292.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Mateo Alvarez,2416219.0,6372874292.0,5000000000.0,-1372874292.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Fatima Al-Sayeed,2416219.0,6372874292.0,5000000000.0,-1372874292.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Julian Becker,2416219.0,6372874292.0,5000000000.0,-1372874292.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Harborview Legacy Partners,2416219.0,6372874292.0,5000000000.0,-1372874292.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Silvercrest Stewardship,2416219.0,6372874292.0,5000000000.0,-1372874292.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Carraway Heritage Capital,2416219.0,6372874292.0,5000000000.0,-1372874292.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Everpine Holdings,2416219.0,6372874292.0,5000000000.0,-1372874292.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,BlueMesa Family Investments,2416219.0,3058605606.0,5000000000.0,1941394394.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Marigold Continuum Group,2416219.0,3058605606.0,5000000000.0,1941394394.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Northbridge Dynasty Trust,2416219.0,3058605606.0,5000000000.0,1941394394.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Aurora Ridge Capital,2416219.0,3058605606.0,5000000000.0,1941394394.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Saffron Gate Assets,2416219.0,3058605606.0,5000000000.0,1941394394.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Redwood Haven Ventures,2416219.0,3058605606.0,5000000000.0,1941394394.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Celestia Heritage Fund,2416219.0,3058605606.0,5000000000.0,1941394394.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,Stonewell Family Capital,2416219.0,3058605606.0,5000000000.0,1941394394.0
2025-08-31,Mumbai NextGen Pharma,97278138.0,FirstLight Institutional Partners,39288881.0,17260129668.0,81302399434.0,64042269766.0
2025-09-30,Delhi Quantum Services,67367762.0,Amelia Chen,1673298.0,13424836950.0,5000000000.0,-8424836950.0
2025-09-30,Delhi Quantum Services,67367762.0,Noah Sullivan,1673298.0,13424836950.0,5000000000.0,-8424836950.0
2025-09-30,Delhi Quantum Services,67367762.0,Priya Deshmukh,1673298.0,13424836950.0,5000000000.0,-8424836950.0
2025-09-30,Delhi Quantum Services,67367762.0,Luca Moretti,1673298.0,13424836950.0,5000000000.0,-8424836950.0
2025-09-30,Delhi Quantum Services,67367762.0,Isabella Vargas,1673298.0,13424836950.0,5000000000.0,-8424836950.0
2025-09-30,Delhi Quantum Services,67367762.0,Ethan Gallagher,1673298.0,13424836950.0,5000000000.0,-8424836950.0
2025-09-30,Delhi Quantum Services,67367762.0,Aisha Mensah,1673298.0,13424836950.0,5000000000.0,-8424836950.0
2025-09-30,Delhi Quantum Services,67367762.0,Kenji Watanabe,1673298.0,13424836950.0,5000000000.0,-8424836950.0
2025-09-30,Delhi Quantum Services,67367762.0,Sofia Petrovic,1673298.0,6374547590.0,5000000000.0,-1374547590.0
2025-09-30,Delhi Quantum Services,67367762.0,Mateo Alvarez,1673298.0,6374547590.0,5000000000.0,-1374547590.0
2025-09-30,Delhi Quantum Services,67367762.0,Fatima Al-Sayeed,1673298.0,6374547590.0,5000000000.0,-1374547590.0
2025-09-30,Delhi Quantum Services,67367762.0,Julian Becker,1673298.0,6374547590.0,5000000000.0,-1374547590.0
2025-09-30,Delhi Quantum Services,67367762.0,Harborview Legacy Partners,1673298.0,6374547590.0,5000000000.0,-1374547590.0
2025-09-30,Delhi Quantum Services,67367762.0,Silvercrest Stewardship,1673298.0,6374547590.0,5000000000.0,-1374547590.0
2025-09-30,Delhi Quantum Services,67367762.0,Carraway Heritage Capital,1673298.0,6374547590.0,5000000000.0,-1374547590.0
2025-09-30,Delhi Quantum Services,67367762.0,Everpine Holdings,1673298.0,6374547590.0,5000000000.0,-1374547590.0
2025-09-30,Delhi Quantum Services,67367762.0,BlueMesa Family Investments,1673298.0,3060278903.0,5000000000.0,1939721097.0
2025-09-30,Delhi Quantum Services,67367762.0,Marigold Continuum Group,1673298.0,3060278903.0,5000000000.0,1939721097.0
2025-09-30,Delhi Quantum Services,67367762.0,Northbridge Dynasty Trust,1673298.0,3060278903.0,5000000000.0,1939721097.0
2025-09-30,Delhi Quantum Services,67367762.0,Aurora Ridge Capital,1673298.0,3060278903.0,5000000000.0,1939721097.0
2025-09-30,Delhi Quantum Services,67367762.0,Saffron Gate Assets,1673298.0,3060278903.0,5000000000.0,1939721097.0
2025-09-30,Delhi Quantum Services,67367762.0,Redwood Haven Ventures,1673298.0,3060278903.0,5000000000.0,1939721097.0
2025-09-30,Delhi Quantum Services,67367762.0,Celestia Heritage Fund,1673298.0,3060278903.0,5000000000.0,1939721097.0
2025-09-30,Delhi Quantum Services,67367762.0,Stonewell Family Capital,1673298.0,3060278903.0,5000000000.0,1939721097.0
2025-09-30,Delhi Quantum Services,67367762.0,FirstLight Institutional Partners,27208621.0,17287338289.0,81302399434.0,64015061145.0
2025-09-30,Chennai Solar Holdings,97190182.0,Amelia Chen,2414034.0,13427250984.0,5000000000.0,-8427250984.0
2025-09-30,Chennai Solar Holdings,97190182.0,Noah Sullivan,2414034.0,13427250984.0,5000000000.0,-8427250984.0
2025-09-30,Chennai Solar Holdings,97190182.0,Priya Deshmukh,2414034.0,13427250984.0,5000000000.0,-8427250984.0
2025-09-30,Chennai Solar Holdings,97190182.0,Luca Moretti,2414034.0,13427250984.0,5000000000.0,-8427250984.0
2025-09-30,Chennai Solar Holdings,97190182.0,Isabella Vargas,2414034.0,13427250984.0,5000000000.0,-8427250984.0
2025-09-30,Chennai Solar Holdings,97190182.0,Ethan Gallagher,2414034.0,13427250984.0,5000000000.0,-8427250984.0
2025-09-30,Chennai Solar Holdings,97190182.0,Aisha Mensah,2414034.0,13427250984.0,5000000000.0,-8427250984.0
2025-09-30,Chennai Solar Holdings,97190182.0,Kenji Watanabe,2414034.0,13427250984.0,5000000000.0,-8427250984.0
2025-09-30,Chennai Solar Holdings,97190182.0,Sofia Petrovic,2414034.0,6376961624.0,5000000000.0,-1376961624.0
2025-09-30,Chennai Solar Holdings,97190182.0,Mateo Alvarez,2414034.0,6376961624.0,5000000000.0,-1376961624.0
2025-09-30,Chennai Solar Holdings,97190182.0,Fatima Al-Sayeed,2414034.0,6376961624.0,5000000000.0,-1376961624.0
2025-09-30,Chennai Solar Holdings,97190182.0,Julian Becker,2414034.0,6376961624.0,5000000000.0,-1376961624.0
2025-09-30,Chennai Solar Holdings,97190182.0,Harborview Legacy Partners,2414034.0,6376961624.0,5000000000.0,-1376961624.0
2025-09-30,Chennai Solar Holdings,97190182.0,Silvercrest Stewardship,2414034.0,6376961624.0,5000000000.0,-1376961624.0
2025-09-30,Chennai Solar Holdings,97190182.0,Carraway Heritage Capital,2414034.0,6376961624.0,5000000000.0,-1376961624.0
2025-09-30,Chennai Solar Holdings,97190182.0,Everpine Holdings,2414034.0,6376961624.0,5000000000.0,-1376961624.0
2025-09-30,Chennai Solar Holdings,97190182.0,BlueMesa Family Investments,2414034.0,3062692938.0,5000000000.0,1937307062.0
2025-09-30,Chennai Solar Holdings,97190182.0,Marigold Continuum Group,2414034.0,3062692938.0,5000000000.0,1937307062.0
2025-09-30,Chennai Solar Holdings,97190182.0,Northbridge Dynasty Trust,2414034.0,3062692938.0,5000000000.0,1937307062.0
2025-09-30,Chennai Solar Holdings,97190182.0,Aurora Ridge Capital,2414034.0,3062692938.0,5000000000.0,1937307062.0
2025-09-30,Chennai Solar Holdings,97190182.0,Saffron Gate Assets,2414034.0,3062692938.0,5000000000.0,1937307062.0
2025-09-30,Chennai Solar Holdings,97190182.0,Redwood Haven Ventures,2414034.0,3062692938.0,5000000000.0,1937307062.0
2025-09-30,Chennai Solar Holdings,97190182.0,Celestia Heritage Fund,2414034.0,3062692938.0,5000000000.0,1937307062.0
2025-09-30,Chennai Solar Holdings,97190182.0,Stonewell Family Capital,2414034.0,3062692938.0,5000000000.0,1937307062.0
2025-09-30,Chennai Solar Holdings,97190182.0,FirstLight Institutional Partners,39253357.0,17326591647.0,81302399434.0,63975807787.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Amelia Chen,969990.0,13428220974.0,5000000000.0,-8428220974.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Noah Sullivan,969990.0,13428220974.0,5000000000.0,-8428220974.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Priya Deshmukh,969990.0,13428220974.0,5000000000.0,-8428220974.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Luca Moretti,969990.0,13428220974.0,5000000000.0,-8428220974.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Isabella Vargas,969990.0,13428220974.0,5000000000.0,-8428220974.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Ethan Gallagher,969990.0,13428220974.0,5000000000.0,-8428220974.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Aisha Mensah,969990.0,13428220974.0,5000000000.0,-8428220974.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Kenji Watanabe,969990.0,13428220974.0,5000000000.0,-8428220974.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Sofia Petrovic,969990.0,6377931614.0,5000000000.0,-1377931614.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Mateo Alvarez,969990.0,6377931614.0,5000000000.0,-1377931614.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Fatima Al-Sayeed,969990.0,6377931614.0,5000000000.0,-1377931614.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Julian Becker,969990.0,6377931614.0,5000000000.0,-1377931614.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Harborview Legacy Partners,969990.0,6377931614.0,5000000000.0,-1377931614.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Silvercrest Stewardship,969990.0,6377931614.0,5000000000.0,-1377931614.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Carraway Heritage Capital,969990.0,6377931614.0,5000000000.0,-1377931614.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Everpine Holdings,969990.0,6377931614.0,5000000000.0,-1377931614.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,BlueMesa Family Investments,969990.0,3063662927.0,5000000000.0,1936337073.0
2025-09-30,Bangalore Aero Dynamics,39052250.0,Marigold Continuum Group,969990.0,3063662927.0,5000000000.0,1936337073.0
